ORIG_CD;DEST_CD;MILES;O&D
SEA;AMS;4871;SEA-AMS
CUN;FLN;4218;CUN-FLN
DUS;STN;303;DUS-STN
BGA;SAN;3325;BGA-SAN
MAH;PRG;860;MAH-PRG
PTY;RIO;3290;PTY-RIO
TFF;PMG;1454;TFF-PMG
CEH;LIX;123;CEH-LIX
PNZ;VDC;380;PNZ-VDC
SLN;ORD;559;SLN-ORD
LMN;MYY;77;LMN-MYY
SYD;LST;568;SYD-LST
ASR;JED;1197;ASR-JED
OSL;FUE;2484;OSL-FUE
ROS;MVF;2439;ROS-MVF
FLL;SDQ;852;FLL-SDQ
CLV;CPV;1120;CLV-CPV
TPE;TYN;1017;TPE-TYN
AKL;PEK;6479;AKL-PEK
STM;OPS;656;STM-OPS
PFB;PTO;142;PFB-PTO
TOW;BRC;1517;TOW-BRC
POS;LIM;1895;POS-LIM
IGU;MII;372;IGU-MII
PDX;YYZ;2091;PDX-YYZ
SCL;PTY;2975;SCL-PTY
ARN;TOS;717;ARN-TOS
SEA;BOG;4097;SEA-BOG
KBP;AUH;2194;KBP-AUH
SZX;LZO;690;SZX-LZO
ATM;GYN;947;ATM-GYN
ALG;PEK;5654;ALG-PEK
JED;RAK;2975;JED-RAK
TFN;VDE;104;TFN-VDE
TFS;SXF;2278;TFS-SXF
SAW;RIX;1133;SAW-RIX
ALG;EBH;239;ALG-EBH
PTO;CGR;417;PTO-CGR
BJR;LLI;115;BJR-LLI
LHE;MHD;906;LHE-MHD
GRU;SDU;217;GRU-SDU
FLN;CUN;4218;FLN-CUN
STN;DUS;303;STN-DUS
SAP;LIR;371;SAP-LIR
PRG;MAH;860;PRG-MAH
RIO;PTY;3290;RIO-PTY
CHS;IAH;925;CHS-IAH
LIX;CEH;123;LIX-CEH
VDC;PNZ;380;VDC-PNZ
JUL;SFO;4983;JUL-SFO
MYY;LMN;77;MYY-LMN
ITM;ONJ;476;ITM-ONJ
JED;ASR;1197;JED-ASR
ATL;JNB;8436;ATL-JNB
TAM;UIO;2026;TAM-UIO
SDQ;FLL;852;SDQ-FLL
CPV;CLV;1120;CPV-CLV
TYN;TPE;1017;TYN-TPE
PEK;AKL;6479;PEK-AKL
DBV;ZRH;587;DBV-ZRH
PTO;PFB;142;PTO-PFB
KHH;MFM;433;KHH-MFM
GIG;PET;830;GIG-PET
MII;IGU;372;MII-IGU
YYZ;PDX;2091;YYZ-PDX
CFU;RHO;497;CFU-RHO
TOS;ARN;717;TOS-ARN
GNB;SOU;494;GNB-SOU
IST;PSA;971;IST-PSA
CZL;GHA;313;CZL-GHA
GYN;ATM;947;GYN-ATM
PEK;ALG;5654;PEK-ALG
RAK;JED;2975;RAK-JED
VDE;TFN;104;VDE-TFN
DAV;NAS;1191;DAV-NAS
CUC;MAR;189;CUC-MAR
EBH;ALG;239;EBH-ALG
DOU;THE;1434;DOU-THE
LLI;BJR;115;LLI-BJR
MHD;LHE;906;MHD-LHE
SDU;GRU;217;SDU-GRU
LIS;TBT;4889;LIS-TBT
BPG;CKS;693;BPG-CKS
CUC;VSA;1532;CUC-VSA
CCS;MDZ;2990;CCS-MDZ
AAX;PET;904;AAX-PET
IAH;CHS;925;IAH-CHS
JGS;SZX;305;JGS-SZX
BSB;JTC;441;BSB-JTC
FCO;KRT;2177;FCO-KRT
JJD;PNZ;447;JJD-PNZ
ONJ;ITM;476;ONJ-ITM
OMS;SAW;2211;OMS-SAW
JNB;ATL;8436;JNB-ATL
JOI;MVD;734;JOI-MVD
VKO;VRN;1347;VKO-VRN
COR;SNU;3845;COR-SNU
GUA;MVD;4085;GUA-MVD
BWI;GRR;527;BWI-GRR
ZRH;DBV;587;ZRH-DBV
DUS;MAH;798;DUS-MAH
MFM;KHH;433;MFM-KHH
PET;GIG;830;PET-GIG
AMS;NUE;335;AMS-NUE
SAW;TZX;560;SAW-TZX
RHO;CFU;497;RHO-CFU
HAM;PRN;917;HAM-PRN
SOU;GNB;494;SOU-GNB
PSA;IST;971;PSA-IST
GHA;CZL;313;GHA-CZL
IPN;SJP;458;IPN-SJP
FRA;HAJ;174;FRA-HAJ
IDR;MAA;728;IDR-MAA
CPV;SSA;425;CPV-SSA
NAS;DAV;1191;NAS-DAV
MAR;CUC;189;MAR-CUC
CGN;VRN;415;CGN-VRN
THE;DOU;1434;THE-DOU
CFB;UMU;715;CFB-UMU
CUR;SAL;1359;CUR-SAL
BRA;GPB;1013;BRA-GPB
TBT;LIS;4889;TBT-LIS
CKS;BPG;693;CKS-BPG
VSA;CUC;1532;VSA-CUC
MDZ;CCS;2990;MDZ-CCS
PET;AAX;904;PET-AAX
FLN;OPO;5400;FLN-OPO
SZX;JGS;305;SZX-JGS
JTC;BSB;441;JTC-BSB
KRT;FCO;2177;KRT-FCO
PNZ;JJD;447;PNZ-JJD
MVD;SDQ;3772;MVD-SDQ
SAW;OMS;2211;SAW-OMS
EZV;IRM;52;EZV-IRM
MVD;JOI;734;MVD-JOI
VRN;VKO;1347;VRN-VKO
SNU;COR;3845;SNU-COR
MVD;GUA;4085;MVD-GUA
GRR;BWI;527;GRR-BWI
WAW;YYZ;4309;WAW-YYZ
MAH;DUS;798;MAH-DUS
CUN;PTY;963;CUN-PTY
BET;NUP;23;BET-NUP
NUE;AMS;335;NUE-AMS
TZX;SAW;560;TZX-SAW
AGA;LIL;1539;AGA-LIL
PRN;HAM;917;PRN-HAM
BSL;SKG;906;BSL-SKG
CIX;MAR;1316;CIX-MAR
RUH;TUI;674;RUH-TUI
SJP;IPN;458;SJP-IPN
HAJ;FRA;174;HAJ-FRA
MAA;IDR;728;MAA-IDR
SSA;CPV;425;SSA-CPV
BUE;HAV;4262;BUE-HAV
JEG;QCU;0;JEG-QCU
VRN;CGN;415;VRN-CGN
PAV;ROO;1214;PAV-ROO
UMU;CFB;715;UMU-CFB
SAL;CUR;1359;SAL-CUR
GPB;BRA;1013;GPB-BRA
TXF;URG;1384;TXF-URG
HEL;YYZ;4113;HEL-YYZ
NAT;PET;2102;NAT-PET
AXD;JSH;389;AXD-JSH
FAT;SFO;158;FAT-SFO
OPO;FLN;5400;OPO-FLN
GRU;PFB;494;GRU-PFB
ORD;PDX;1739;ORD-PDX
CUR;HAV;1156;CUR-HAV
ATM;LIS;4007;ATM-LIS
SDQ;MVD;3772;SDQ-MVD
BVH;MAO;667;BVH-MAO
IRM;EZV;52;IRM-EZV
ALA;DYU;541;ALA-DYU
LON;ZRH;483;LON-ZRH
ANK;STO;1493;ANK-STO
IAD;SAP;1739;IAD-SAP
ATL;SHV;550;ATL-SHV
YYZ;WAW;4309;YYZ-WAW
BRS;RAK;1391;BRS-RAK
PTY;CUN;963;PTY-CUN
NUP;BET;23;NUP-BET
PEK;PUS;770;PEK-PUS
FRA;KRK;497;FRA-KRK
LIL;AGA;1539;LIL-AGA
JPA;LEC;567;JPA-LEC
SKG;BSL;906;SKG-BSL
MAR;CIX;1316;MAR-CIX
TUI;RUH;674;TUI-RUH
BAH;BKK;3345;BAH-BKK
BUE;PUJ;3714;BUE-PUJ
BHX;GCI;212;BHX-GCI
JNG;SZX;885;JNG-SZX
HAV;BUE;4262;HAV-BUE
QCU;JEG;0;QCU-JEG
FRA;OPO;1025;FRA-OPO
ROO;PAV;1214;ROO-PAV
DTW;YHZ;1011;DTW-YHZ
DTW;YYZ;213;DTW-YYZ
AUA;TPA;1338;AUA-TPA
URG;TXF;1384;URG-TXF
YYZ;HEL;4113;YYZ-HEL
PET;NAT;2102;PET-NAT
JSH;AXD;389;JSH-AXD
SFO;FAT;158;SFO-FAT
YMM;YYZ;1637;YMM-YYZ
PFB;GRU;494;PFB-GRU
PDX;ORD;1739;PDX-ORD
HAV;CUR;1156;HAV-CUR
LIS;ATM;4007;LIS-ATM
FAO;STR;1181;FAO-STR
MAO;BVH;667;MAO-BVH
DEN;PSC;853;DEN-PSC
DYU;ALA;541;DYU-ALA
ZRH;LON;483;ZRH-LON
STO;ANK;1493;STO-ANK
SAP;IAD;1739;SAP-IAD
SHV;ATL;550;SHV-ATL
PAZ;REX;384;PAZ-REX
RAK;BRS;1391;RAK-BRS
LYS;NBE;722;LYS-NBE
PHB;RIA;2012;PHB-RIA
PUS;PEK;770;PUS-PEK
KRK;FRA;497;KRK-FRA
SGN;VCS;31;SGN-VCS
LEC;JPA;567;LEC-JPA
AER;LPK;640;AER-LPK
GDL;PAP;2025;GDL-PAP
PUJ;SNU;798;PUJ-SNU
BKK;BAH;3345;BKK-BAH
CWB;FEC;1138;CWB-FEC
GCI;BHX;212;GCI-BHX
SZX;JNG;885;SZX-JNG
MAN;ZTH;1541;MAN-ZTH
DUS;FRA;117;DUS-FRA
OPO;FRA;1025;OPO-FRA
LEC;MEA;682;LEC-MEA
YHZ;DTW;1011;YHZ-DTW
YYZ;DTW;213;YYZ-DTW
TPA;AUA;1338;TPA-AUA
BOG;DGO;2424;BOG-DGO
BYO;MEA;945;BYO-MEA
HGH;URC;2036;HGH-URC
BKO;DKR;652;BKO-DKR
BCN;OPO;558;BCN-OPO
YYZ;YMM;1637;YYZ-YMM
BOS;CVG;750;BOS-CVG
HND;ONJ;314;HND-ONJ
GDN;ZRH;644;GDN-ZRH
OSL;RAK;2159;OSL-RAK
STR;FAO;1181;STR-FAO
SEA;TPA;2520;SEA-TPA
PSC;DEN;853;PSC-DEN
CGK;DOH;4283;CGK-DOH
MGA;TGU;150;MGA-TGU
CCV;ULB;26;CCV-ULB
CLO;SLC;3387;CLO-SLC
DUS;LAX;5672;DUS-LAX
REX;PAZ;384;REX-PAZ
DAY;IAH;929;DAY-IAH
NBE;LYS;722;NBE-LYS
RIA;PHB;2012;RIA-PHB
DOH;MAD;3309;DOH-MAD
BGI;YYZ;2429;BGI-YYZ
VCS;SGN;31;VCS-SGN
HKG;WNZ;609;HKG-WNZ
LPK;AER;640;LPK-AER
PAP;GDL;2025;PAP-GDL
SNU;PUJ;798;SNU-PUJ
AUA;VSA;1567;AUA-VSA
FEC;CWB;1138;FEC-CWB
LAJ;VAL;1237;LAJ-VAL
BHY;SJW;1197;BHY-SJW
ZTH;MAN;1541;ZTH-MAN
FRA;DUS;117;FRA-DUS
CUN;YQM;2135;CUN-YQM
MEA;LEC;682;MEA-LEC
CAN;ZHA;209;CAN-ZHA
CUR;MIA;1194;CUR-MIA
DSA;VNO;1062;DSA-VNO
LTI;ULN;503;LTI-ULN
MEA;BYO;945;MEA-BYO
URC;HGH;2036;URC-HGH
DKR;BKO;652;DKR-BKO
OPO;BCN;558;OPO-BCN
CUL;TIJ;784;CUL-TIJ
CVG;BOS;750;CVG-BOS
ONJ;HND;314;ONJ-HND
ZRH;GDN;644;ZRH-GDN
RAK;OSL;2159;RAK-OSL
AMM;SAH;1235;AMM-SAH
TPA;SEA;2520;TPA-SEA
OGG;PDX;2560;OGG-PDX
DOH;CGK;4283;DOH-CGK
TGU;MGA;150;TGU-MGA
ULB;CCV;26;ULB-CCV
SLC;CLO;3387;SLC-CLO
LAX;DUS;5672;LAX-DUS
BUT;PBH;82;BUT-PBH
IAH;DAY;929;IAH-DAY
DLC;LYI;321;DLC-LYI
CVG;MDT;428;CVG-MDT
MAD;DOH;3309;MAD-DOH
YYZ;BGI;2429;YYZ-BGI
OAL;THE;1348;OAL-THE
WNZ;HKG;609;WNZ-HKG
FOC;KWE;778;FOC-KWE
FLN;VIX;731;FLN-VIX
PVG;PHL;0;PVG-PHL
VSA;AUA;1567;VSA-AUA
BVB;VAG;1930;BVB-VAG
VAL;LAJ;1237;VAL-LAJ
SJW;BHY;1197;SJW-BHY
BAX;KJA;406;BAX-KJA
PVR;SFO;1553;PVR-SFO
YQM;CUN;2135;YQM-CUN
AAX;THE;1040;AAX-THE
ZHA;CAN;209;ZHA-CAN
MIA;CUR;1194;MIA-CUR
VNO;DSA;1062;VNO-DSA
ULN;LTI;503;ULN-LTI
CKG;HGH;822;CKG-HGH
CNF;PTY;3117;CNF-PTY
CAU;CGH;1274;CAU-CGH
BCN;WMI;1161;BCN-WMI
TIJ;CUL;784;TIJ-CUL
HND;KMQ;211;HND-KMQ
XMN;ZYI;723;XMN-ZYI
BAQ;FLL;1102;BAQ-FLL
CTS;MBE;133;CTS-MBE
SAH;AMM;1235;SAH-AMM
BEL;MCO;2965;BEL-MCO
PDX;OGG;2560;PDX-OGG
LIF;UVE;53;LIF-UVE
MCZ;UDI;1054;MCZ-UDI
FRO;KSU;139;FRO-KSU
ACE;NCL;1897;ACE-NCL
CUU;DFW;603;CUU-DFW
PBH;BUT;82;PBH-BUT
CPV;UDI;1153;CPV-UDI
LYI;DLC;321;LYI-DLC
MDT;CVG;428;MDT-CVG
ALP;BEY;190;ALP-BEY
NAY;NZH;677;NAY-NZH
THE;OAL;1348;THE-OAL
CKS;JDO;740;CKS-JDO
KWE;FOC;778;KWE-FOC
VIX;FLN;731;VIX-FLN
IBZ;ORY;682;IBZ-ORY
BJX;PTY;1686;BJX-PTY
VAG;BVB;1930;VAG-BVB
PVG;TIJ;6612;PVG-TIJ
CDG;DEL;4087;CDG-DEL
KJA;BAX;406;KJA-BAX
SFO;PVR;1553;SFO-PVR
SJK;VVI;1166;SJK-VVI
THE;AAX;1040;THE-AAX
CPV;THE;500;CPV-THE
PVG;TAK;0;PVG-TAK
YFA;ZKE;13;YFA-ZKE
MAH;MXP;459;MAH-MXP
HGH;CKG;822;HGH-CKG
PTY;CNF;3117;PTY-CNF
CGH;CAU;1274;CGH-CAU
WMI;BCN;1161;WMI-BCN
AJU;FLN;1372;AJU-FLN
KMQ;HND;211;KMQ-HND
ZYI;XMN;723;ZYI-XMN
FLL;BAQ;1102;FLL-BAQ
MBE;CTS;133;MBE-CTS
KRS;SVG;101;KRS-SVG
MCO;BEL;2965;MCO-BEL
AKL;BNE;1427;AKL-BNE
UVE;LIF;53;UVE-LIF
UDI;MCZ;1054;UDI-MCZ
YTG;YZT;29;YTG-YZT
NCL;ACE;1897;NCL-ACE
DFW;CUU;603;DFW-CUU
DCA;SNA;2288;DCA-SNA
UDI;CPV;1153;UDI-CPV
LZO;XIY;433;LZO-XIY
BAQ;MZT;2241;BAQ-MZT
BEY;ALP;190;BEY-ALP
NZH;NAY;677;NZH-NAY
JFK;WAW;4249;JFK-WAW
JDO;CKS;740;JDO-CKS
MOZ;PPT;11;MOZ-PPT
ARN;LHR;866;ARN-LHR
ORY;IBZ;682;ORY-IBZ
PTY;BJX;1686;PTY-BJX
BVB;TJL;1710;BVB-TJL
TIJ;PVG;6612;TIJ-PVG
DEL;CDG;4087;DEL-CDG
HKG;YNZ;1020;HKG-YNZ
LIS;PHB;3559;LIS-PHB
VVI;SJK;1166;VVI-SJK
BOM;IXM;726;BOM-IXM
THE;CPV;500;THE-CPV
TAK;PVG;742;TAK-PVG
ZKE;YFA;13;ZKE-YFA
MXP;MAH;459;MXP-MAH
DWC;KWI;534;DWC-KWI
DUS;SMI;1358;DUS-SMI
COR;IAH;4687;COR-IAH
OAK;SAN;446;OAK-SAN
FLN;AJU;1372;FLN-AJU
CPH;STR;501;CPH-STR
AMM;OSM;522;AMM-OSM
BOS;TPA;1185;BOS-TPA
BRC;RVD;2006;BRC-RVD
SVG;KRS;101;SVG-KRS
RNS;SOU;200;RNS-SOU
BNE;AKL;1427;BNE-AKL
ARX;VIX;1097;ARX-VIX
KRR;PEK;3811;KRR-PEK
YZT;YTG;29;YZT-YTG
SJK;SSA;868;SJK-SSA
KRR;TLV;927;KRR-TLV
SNA;DCA;2288;SNA-DCA
GYD;VKO;1195;GYD-VKO
XIY;LZO;433;XIY-LZO
DPS;PLM;825;DPS-PLM
JIQ;PEK;852;JIQ-PEK
LED;OMS;1606;LED-OMS
WAW;JFK;4249;WAW-JFK
BRA;MCO;3677;BRA-MCO
PPT;MOZ;11;PPT-MOZ
LHR;ARN;866;LHR-ARN
LAE;RAB;418;LAE-RAB
LUK;MDW;255;LUK-MDW
TJL;BVB;1710;TJL-BVB
GRU;NCE;5735;GRU-NCE
JTC;TXF;689;JTC-TXF
YNZ;HKG;1020;YNZ-HKG
PHB;LIS;3559;PHB-LIS
BNE;TPE;4196;BNE-TPE
IXM;BOM;726;IXM-BOM
DXB;HAS;879;DXB-HAS
SPU;ZAD;62;SPU-ZAD
HNL;MDE;5589;HNL-MDE
CLV;CMG;601;CLV-CMG
KWI;DWC;534;KWI-DWC
SMI;DUS;1358;SMI-DUS
IAH;COR;4687;IAH-COR
SAN;OAK;446;SAN-OAK
LKH;MUR;69;LKH-MUR
STR;CPH;501;STR-CPH
OSM;AMM;522;OSM-AMM
TPA;BOS;1185;TPA-BOS
RVD;BRC;2006;RVD-BRC
BPS;LAJ;1061;BPS-LAJ
SOU;RNS;200;SOU-RNS
CLT;DFW;934;CLT-DFW
VIX;ARX;1097;VIX-ARX
CPH;OUL;775;CPH-OUL
NME;OOK;13;NME-OOK
SSA;SJK;868;SSA-SJK
TLV;KRR;927;TLV-KRR
DUS;SXF;299;DUS-SXF
VKO;GYD;1195;VKO-GYD
GVR;PMG;934;GVR-PMG
PLM;DPS;825;PLM-DPS
PEK;JIQ;852;PEK-JIQ
OMS;LED;1606;OMS-LED
CMG;SJP;551;CMG-SJP
MCO;BRA;3677;MCO-BRA
CGK;PDG;650;CGK-PDG
MCO;SWF;990;MCO-SWF
RAB;LAE;418;RAB-LAE
MDW;LUK;255;MDW-LUK
IOM;LPL;88;IOM-LPL
NCE;GRU;5735;NCE-GRU
TXF;JTC;689;TXF-JTC
BGX;ORY;6563;BGX-ORY
BAH;LHR;3163;BAH-LHR
TPE;BNE;4196;TPE-BNE
NUE;ZQW;167;NUE-ZQW
HAS;DXB;879;HAS-DXB
ZAD;SPU;62;ZAD-SPU
MDE;HNL;5589;MDE-HNL
CMG;CLV;601;CMG-CLV
YHR;YZV;294;YHR-YZV
MAF;SDQ;2229;MAF-SDQ
CLT;LHR;3981;CLT-LHR
IST;MAD;1699;IST-MAD
MUR;LKH;69;MUR-LKH
LEC;UDI;640;LEC-UDI
HKG;ULN;1810;HKG-ULN
KIX;SFO;5413;KIX-SFO
IEV;LBC;868;IEV-LBC
LAJ;BPS;1061;LAJ-BPS
BRO;UIO;2196;BRO-UIO
DFW;CLT;934;DFW-CLT
PEI;STI;1062;PEI-STI
OUL;CPH;775;OUL-CPH
OOK;NME;13;OOK-NME
SBH;STT;143;SBH-STT
MGA;ROS;3522;MGA-ROS
ARN;POR;182;ARN-POR
SMT;URG;1199;SMT-URG
PMG;GVR;934;PMG-GVR
MAO;ROO;1003;MAO-ROO
FUK;SIN;2809;FUK-SIN
FUJ;KIX;396;FUJ-KIX
SJP;CMG;551;SJP-CMG
LGA;PBI;1037;LGA-PBI
PDG;CGK;650;PDG-CGK
SWF;MCO;990;SWF-MCO
MJD;WNS;79;MJD-WNS
AJA;AMS;741;AJA-AMS
LPL;IOM;88;LPL-IOM
JNB;KIM;278;JNB-KIM
LMP;TRN;719;LMP-TRN
ORY;BGX;6563;ORY-BGX
LHR;BAH;3163;LHR-BAH
DOU;PTO;310;DOU-PTO
ZQW;NUE;167;ZQW-NUE
BLL;OLB;1026;BLL-OLB
ALA;DZN;542;ALA-DZN
BHD;JER;406;BHD-JER
BGX;POA;219;BGX-POA
YZV;YHR;294;YZV-YHR
KGD;SKD;2364;KGD-SKD
LHR;CLT;3981;LHR-CLT
MAD;IST;1699;MAD-IST
HKT;MNL;1600;HKT-MNL
UDI;LEC;640;UDI-LEC
ULN;HKG;1810;ULN-HKG
SFO;KIX;5413;SFO-KIX
LBC;IEV;868;LBC-IEV
CGB;CWB;830;CGB-CWB
UIO;BRO;2196;UIO-BRO
AKL;IAH;7418;AKL-IAH
STI;PEI;1062;STI-PEI
MFE;GYE;2303;MFE-GYE
JNB;VNX;533;JNB-VNX
STT;SBH;143;STT-SBH
ROS;MGA;3522;ROS-MGA
POR;ARN;182;POR-ARN
URG;SMT;1199;URG-SMT
ANK;NUE;1248;ANK-NUE
ROO;MAO;1003;ROO-MAO
SIN;FUK;2809;SIN-FUK
KIX;FUJ;396;KIX-FUJ
JIU;SHA;351;JIU-SHA
PBI;LGA;1037;PBI-LGA
TIV;UFA;1873;TIV-UFA
CPT;MUC;5681;CPT-MUC
WNS;MJD;79;WNS-MJD
AMS;AJA;741;AMS-AJA
ATL;CLE;554;ATL-CLE
KIM;JNB;278;KIM-JNB
TRN;LMP;719;TRN-LMP
EWR;POA;5082;EWR-POA
TPE;XNN;1383;TPE-XNN
PTO;DOU;310;PTO-DOU
AJU;RIA;1679;AJU-RIA
OLB;BLL;1026;OLB-BLL
DZN;ALA;542;DZN-ALA
JER;BHD;406;JER-BHD
POA;BGX;219;POA-BGX
YAM;YSB;158;YAM-YSB
SKD;KGD;2364;SKD-KGD
CAW;SJK;310;CAW-SJK
CGK;PKN;416;CGK-PKN
MNL;HKT;1600;MNL-HKT
SIN;TAO;2617;SIN-TAO
MAB;SET;2883;MAB-SET
HER;RTM;1536;HER-RTM
CAC;JPA;1739;CAC-JPA
CWB;CGB;830;CWB-CGB
DPS;SYD;2870;DPS-SYD
IAH;AKL;7418;IAH-AKL
LTK;VKO;1396;LTK-VKO
SVO;TLV;1659;SVO-TLV
VNX;JNB;533;VNX-JNB
CAU;PMW;856;CAU-PMW
KMG;KUL;1512;KMG-KUL
SVO;TOF;1793;SVO-TOF
PFB;RIA;131;PFB-RIA
NUE;ANK;1248;NUE-ANK
DUB;HAJ;668;DUB-HAJ
BLQ;TIA;482;BLQ-TIA
NJC;UKX;1075;NJC-UKX
SHA;JIU;351;SHA-JIU
JED;OGX;2191;JED-OGX
UFA;TIV;1873;UFA-TIV
MUC;CPT;5681;MUC-CPT
FLL;HAV;256;FLL-HAV
LRM;MXP;4732;LRM-MXP
CLE;ATL;554;CLE-ATL
IFP;JLN;1128;IFP-JLN
IMF;IXA;179;IMF-IXA
POA;EWR;5082;POA-EWR
XNN;TPE;1383;XNN-TPE
INN;RJK;209;INN-RJK
RIA;AJU;1679;RIA-AJU
CLY;ORY;528;CLY-ORY
BCN;POZ;1033;BCN-POZ
LIL;PMO;994;LIL-PMO
YUL;YYJ;2307;YUL-YYJ
YSB;YAM;158;YSB-YAM
SJO;TNO;113;SJO-TNO
SJK;CAW;310;SJK-CAW
PKN;CGK;416;PKN-CGK
SZI;UKK;2814;SZI-UKK
TAO;SIN;2617;TAO-SIN
SET;MAB;2883;SET-MAB
RTM;HER;1536;RTM-HER
JPA;CAC;1739;JPA-CAC
GEG;ORD;1498;GEG-ORD
SYD;DPS;2870;SYD-DPS
IFO;ODS;327;IFO-ODS
VKO;LTK;1396;VKO-LTK
TLV;SVO;1659;TLV-SVO
MAO;PHB;1264;MAO-PHB
PMW;CAU;856;PMW-CAU
KUL;KMG;1512;KUL-KMG
TOF;SVO;1793;TOF-SVO
RIA;PFB;131;RIA-PFB
KEZ;NUA;62;KEZ-NUA
HAJ;DUB;668;HAJ-DUB
TIA;BLQ;482;TIA-BLQ
UKX;NJC;1075;UKX-NJC
SVX;TBS;1256;SVX-TBS
OGX;JED;2191;OGX-JED
HRG;MRV;1284;HRG-MRV
LCA;LWO;1141;LCA-LWO
HAV;FLL;256;HAV-FLL
MXP;LRM;4732;MXP-LRM
HHN;KTW;520;HHN-KTW
JLN;IFP;1128;JLN-IFP
IXA;IMF;179;IXA-IMF
BKK;KTM;1378;BKK-KTM
JAN;MCO;587;JAN-MCO
RJK;INN;209;RJK-INN
CKS;UDI;890;CKS-UDI
ORY;CLY;528;ORY-CLY
POZ;BCN;1033;POZ-BCN
PMO;LIL;994;PMO-LIL
YYJ;YUL;2307;YYJ-YUL
FSZ;NTG;1950;FSZ-NTG
TNO;SJO;113;TNO-SJO
PVG;SJW;632;PVG-SJW
ISB;LBA;3786;ISB-LBA
UKK;SZI;2814;UKK-SZI
CVG;GRR;268;CVG-GRR
BRE;PMI;975;BRE-PMI
DIY;YEI;593;DIY-YEI
BKO;BOY;263;BKO-BOY
ORD;GEG;1498;ORD-GEG
CPV;GYN;1108;CPV-GYN
ODS;IFO;327;ODS-IFO
MGF;VCP;311;MGF-VCP
PUJ;YYC;3345;PUJ-YYC
PHB;MAO;1264;PHB-MAO
SAN;UIO;3392;SAN-UIO
DEN;ONT;891;DEN-ONT
DEN;OMA;472;DEN-OMA
BPG;VDC;771;BPG-VDC
NUA;KEZ;62;NUA-KEZ
PDP;SMT;1547;PDP-SMT
BKK;SZX;1058;BKK-SZX
IZA;RVY;1012;IZA-RVY
TBS;SVX;1256;TBS-SVX
CRW;PHL;356;CRW-PHL
MRV;HRG;1284;MRV-HRG
LWO;LCA;1141;LWO-LCA
HRG;VKO;1969;HRG-VKO
PKZ;SGN;237;PKZ-SGN
KTW;HHN;520;KTW-HHN
CUL;LAX;913;CUL-LAX
ATL;BRU;4414;ATL-BRU
KTM;BKK;1378;KTM-BKK
MCO;JAN;587;MCO-JAN
SHE;WNZ;958;SHE-WNZ
UDI;CKS;890;UDI-CKS
KKH;WTL;37;KKH-WTL
FOC;LHW;1180;FOC-LHW
LGA;MYR;564;LGA-MYR
IAH;QRO;712;IAH-QRO
NTG;FSZ;1950;NTG-FSZ
LAX;YYZ;2170;LAX-YYZ
SJW;PVG;632;SJW-PVG
LBA;ISB;3786;LBA-ISB
CTA;OSL;1580;CTA-OSL
GRR;CVG;268;GRR-CVG
PMI;BRE;975;PMI-BRE
YEI;DIY;593;YEI-DIY
BOY;BKO;263;BOY-BKO
AMS;INN;455;AMS-INN
GYN;CPV;1108;GYN-CPV
LYI;SHE;541;LYI-SHE
VCP;MGF;311;VCP-MGF
YYC;PUJ;3345;YYC-PUJ
RUH;SHJ;551;RUH-SHJ
UIO;SAN;3392;UIO-SAN
ONT;DEN;891;ONT-DEN
OMA;DEN;472;OMA-DEN
VDC;BPG;771;VDC-BPG
CGO;SZX;845;CGO-SZX
SMT;PDP;1547;SMT-PDP
SZX;BKK;1058;SZX-BKK
RVY;IZA;1012;RVY-IZA
HOG;SCU;67;HOG-SCU
PHL;CRW;356;PHL-CRW
CLT;IND;426;CLT-IND
FLL;PMW;3284;FLL-PMW
VKO;HRG;1969;VKO-HRG
SGN;PKZ;237;SGN-PKZ
AAQ;OMS;1720;AAQ-OMS
LAX;CUL;913;LAX-CUL
BRU;ATL;4414;BRU-ATL
BKS;CGK;335;BKS-CGK
NTG;XIY;724;NTG-XIY
WNZ;SHE;958;WNZ-SHE
SDQ;VSA;1521;SDQ-VSA
WTL;KKH;37;WTL-KKH
LHW;FOC;1180;LHW-FOC
MYR;LGA;564;MYR-LGA
QRO;IAH;712;QRO-IAH
BSB;PMG;687;BSB-PMG
YYZ;LAX;2170;YYZ-LAX
JAC;ORD;1162;JAC-ORD
BCA;UPB;552;BCA-UPB
OSL;CTA;1580;OSL-CTA
MXP;SOF;754;MXP-SOF
CTG;VER;1505;CTG-VER
JOI;NAT;1668;JOI-NAT
MCP;UDI;1321;MCP-UDI
INN;AMS;455;INN-AMS
HUW;PVH;99;HUW-PVH
SHE;LYI;541;SHE-LYI
GLA;IBZ;1204;GLA-IBZ
CGB;IPN;935;CGB-IPN
SHJ;RUH;551;SHJ-RUH
BER;EIN;350;BER-EIN
HAM;NBE;1212;HAM-NBE
BQB;PER;130;BQB-PER
VCE;VIE;268;VCE-VIE
SZX;CGO;845;SZX-CGO
IAH;MSP;1034;IAH-MSP
BER;SVO;996;BER-SVO
IST;OPO;1950;IST-OPO
SCU;HOG;67;SCU-HOG
ESK;IST;110;ESK-IST
IND;CLT;426;IND-CLT
PMW;FLL;3284;PMW-FLL
EBJ;SVG;256;EBJ-SVG
RVN;ZRH;1462;RVN-ZRH
OMS;AAQ;1720;OMS-AAQ
GVA;IBZ;563;GVA-IBZ
POP;YHZ;1781;POP-YHZ
CGK;BKS;335;CGK-BKS
